"uninjured_rep1" "uninjured_rep2" "regen_rep1" "regen_rep2"
"ENSDARG00000088141" 88 89 11 22
"ENSDARG00000088142" 5504 4749 2448 3420
"ENSDARG00000088143" 51 39 90 101
"ENSDARG00000088144" 50 50 16 22
"ENSDARG00000088145" 59 42 60 70
"ENSDARG00000088146" 845 833 1579 1464
"ENSDARG00000088147" 18 17 12 13
"ENSDARG00000088148" 0 0 11 10
"ENSDARG00000088149" 4732 4214 2141 2971
"ENSDARG00000088150" 46 31 135 93
"ENSDARG00000088153" 9815 8146 4676 5978
"ENSDARG00000088156" 4 6 7 6
"ENSDARG00000088157" 156 128 432 427
"ENSDARG00000088159" 15 7 16 15
"ENSDARG00000088160" 139 100 127 113
"ENSDARG00000088161" 70 72 98 115
"ENSDARG00000088164" 25 27 62 57
"ENSDARG00000088165" 11 7 41 29
"ENSDARG00000088166" 4 6 3 5
"ENSDARG00000088167" 250 268 132 195
"ENSDARG00000088168" 531 435 593 635
"ENSDARG00000088170" 610 616 519 629
"ENSDARG00000088171" 2156 1640 1958 2051
"ENSDARG00000088172" 4 6 218 197
"ENSDARG00000088176" 19 15 48 42
"ENSDARG00000088177" 3 4 7 10
"ENSDARG00000088178" 43 42 493 463
"ENSDARG00000088179" 200 143 172 192
"ENSDARG00000088180" 1154 947 1624 1537
"ENSDARG00000088181" 7 5 4 10
"ENSDARG00000088182" 201 197 104 117
"ENSDARG00000088183" 1 2 18 12
"ENSDARG00000088184" 13 5 0 1
"ENSDARG00000088185" 199 196 686 749
"ENSDARG00000088186" 1 1 3 5
"ENSDARG00000088187" 113 100 228 241
"ENSDARG00000088190" 397 634 379 343
"ENSDARG00000088195" 208 124 567 547
"ENSDARG00000088197" 35 45 34 48
"ENSDARG00000088198" 11 6 8 4
"ENSDARG00000088201" 54 33 53 72
"ENSDARG00000088202" 1984 1999 4640 4917
"ENSDARG00000088204" 444 409 287 303
"ENSDARG00000088207" 5 8 6 8
"ENSDARG00000088210" 298 274 548 587
"ENSDARG00000088213" 35 23 39 26
"ENSDARG00000088214" 200 206 383 518
"ENSDARG00000088216" 339 272 195 308
"ENSDARG00000088218" 37 30 35 49
"ENSDARG00000088219" 15 6 3 6
"ENSDARG00000088221" 67 44 65 80
"ENSDARG00000088222" 101 58 75 65
"ENSDARG00000088224" 137 133 351 453
"ENSDARG00000088225" 89 102 208 234
"ENSDARG00000088226" 12 8 14 17
"ENSDARG00000088227" 738 697 402 430
"ENSDARG00000088229" 9 3 5 6
"ENSDARG00000088231" 28 26 78 74
"ENSDARG00000088232" 95 86 551 660
"ENSDARG00000088234" 978 490 198 428
"ENSDARG00000088236" 2021 1769 917 1197
"ENSDARG00000088237" 0 2 68 88
"ENSDARG00000088238" 485 348 435 421
"ENSDARG00000088239" 107 87 191 205
"ENSDARG00000088240" 304 212 156 193
"ENSDARG00000088241" 11828 9971 5449 7026
"ENSDARG00000088244" 212 84 128 66
"ENSDARG00000088245" 10357 9069 4621 5944
"ENSDARG00000088246" 854 761 1961 1904
"ENSDARG00000088247" 455 395 710 630
"ENSDARG00000088248" 1547 1342 1101 1056
"ENSDARG00000088249" 4780 4305 2055 2871
"ENSDARG00000088250" 53 44 101 97
"ENSDARG00000088251" 324 264 787 335
"ENSDARG00000088252" 244 181 55 75
"ENSDARG00000088253" 909 792 240 296
"ENSDARG00000088255" 124 105 219 184
"ENSDARG00000088258" 543 168 254 224
"ENSDARG00000088259" 0 1 7 3
"ENSDARG00000088260" 190 172 142 158
"ENSDARG00000088261" 21 3 39 33
"ENSDARG00000088262" 10 10 17 30
"ENSDARG00000088263" 600 424 317 455
"ENSDARG00000088264" 552 422 777 818
"ENSDARG00000088267" 5 2 9 3
"ENSDARG00000088268" 2 2 4 5
"ENSDARG00000088271" 103 65 160 175
"ENSDARG00000088272" 376 323 1207 1300
"ENSDARG00000088274" 2766 2471 2076 2344
"ENSDARG00000088277" 94 72 84 120
"ENSDARG00000088278" 35 12 15 32
"ENSDARG00000088279" 1600 1423 699 891
"ENSDARG00000088280" 1117 722 465 690
"ENSDARG00000088281" 22 24 97 67
"ENSDARG00000088282" 7 1 2 2
"ENSDARG00000088283" 211 138 183 148
"ENSDARG00000088285" 196 133 561 536
"ENSDARG00000088288" 24 98 9 14
"ENSDARG00000088289" 1690 814 2154 1119
"ENSDARG00000088290" 3034 2857 4448 4393
"ENSDARG00000088292" 64 60 102 124
"ENSDARG00000088293" 357 399 320 278
"ENSDARG00000088294" 1042 1077 1078 896
"ENSDARG00000088295" 14 17 9 11
"ENSDARG00000088296" 34 47 20 26
"ENSDARG00000088298" 54 46 91 95
"ENSDARG00000088299" 15 24 82 108
"ENSDARG00000088301" 6384 5457 2775 3869
"ENSDARG00000088302" 575 434 1477 1520
"ENSDARG00000088303" 6979 5856 3374 4096
"ENSDARG00000088304" 15 3 2 3
"ENSDARG00000088305" 415 272 272 340
"ENSDARG00000088306" 999 1181 286 325
"ENSDARG00000088307" 492 411 542 536
"ENSDARG00000088308" 87 76 294 229
"ENSDARG00000088309" 14 7 2 3
"ENSDARG00000088310" 127 136 150 104
"ENSDARG00000088311" 3576 1432 3623 1898
"ENSDARG00000088312" 16 18 15 13
"ENSDARG00000088313" 1996 1037 2671 1448
"ENSDARG00000088314" 276 157 196 206
"ENSDARG00000088315" 114 151 116 93
"ENSDARG00000088316" 2 1 2 5
"ENSDARG00000088317" 121 95 148 157
"ENSDARG00000088318" 1623 1142 4590 4226
"ENSDARG00000088319" 33 20 76 69
"ENSDARG00000088320" 6884 6134 3506 4546
"ENSDARG00000088321" 498 495 530 648
"ENSDARG00000088323" 1 3 3 4
"ENSDARG00000088324" 1273 2046 499 517
"ENSDARG00000088325" 169 162 153 202
"ENSDARG00000088326" 11 8 7 14
"ENSDARG00000088327" 6 1 2 1
"ENSDARG00000088328" 59 69 87 111
"ENSDARG00000088331" 816 771 1142 1357
"ENSDARG00000088332" 194 172 679 746
"ENSDARG00000088333" 101 89 124 139
"ENSDARG00000088334" 5 6 18 12
"ENSDARG00000088335" 224 216 336 337
"ENSDARG00000088336" 4167 3547 1816 2516
"ENSDARG00000088337" 18575 22241 2455 2628
"ENSDARG00000088340" 387 193 235 313
"ENSDARG00000088342" 224 209 280 492
"ENSDARG00000088344" 502 471 434 441
"ENSDARG00000088345" 927 1128 463 574
"ENSDARG00000088346" 55 61 194 209
"ENSDARG00000088347" 1028 765 1299 1265
"ENSDARG00000088348" 429 546 403 447
"ENSDARG00000088352" 194 161 239 326
"ENSDARG00000088353" 16232 13386 7250 9375
"ENSDARG00000088354" 110 101 119 116
"ENSDARG00000088355" 1315 1039 978 1073
"ENSDARG00000088356" 19 16 16 19
"ENSDARG00000088357" 1015 853 2101 2249
"ENSDARG00000088358" 30 22 40 48
"ENSDARG00000088361" 11 11 10 12
"ENSDARG00000088362" 24 27 10 14
"ENSDARG00000088365" 4 3 4 2
"ENSDARG00000088366" 65 63 39 57
"ENSDARG00000088367" 33 41 59 68
"ENSDARG00000088368" 109 111 56 69
"ENSDARG00000088371" 12307 6444 12158 8003
"ENSDARG00000088372" 32 23 17 20
"ENSDARG00000088373" 33335 29314 19348 23894
"ENSDARG00000088375" 94 93 216 301
"ENSDARG00000088376" 10 8 7 12
"ENSDARG00000088377" 10 4 16 19
"ENSDARG00000088378" 784 753 1140 1480
"ENSDARG00000088379" 196 153 596 511
"ENSDARG00000088380" 6 0 10 10
"ENSDARG00000088382" 18 19 31 49
"ENSDARG00000088383" 2785 2007 4113 4303
"ENSDARG00000088386" 11 11 10 12
"ENSDARG00000088388" 219 230 176 251
"ENSDARG00000088390" 23 16 38 57
"ENSDARG00000088391" 180 143 182 172
"ENSDARG00000088392" 126 116 195 298
"ENSDARG00000088393" 32 30 68 82
"ENSDARG00000088394" 18 9 32 27
"ENSDARG00000088396" 126 101 455 401
"ENSDARG00000088397" 5 10 6 8
"ENSDARG00000088398" 26 27 101 116
"ENSDARG00000088399" 30 44 154 153
"ENSDARG00000088402" 197 173 148 154
"ENSDARG00000088404" 5 1 6 3
"ENSDARG00000088406" 344 294 732 737
"ENSDARG00000088407" 620 535 813 869
"ENSDARG00000088408" 697 368 558 496
"ENSDARG00000088409" 125 96 120 133
"ENSDARG00000088410" 3 2 3 3
"ENSDARG00000088411" 32 16 28 34
"ENSDARG00000088412" 20 3 1 3
"ENSDARG00000088413" 1972 1697 747 982
"ENSDARG00000088414" 304 283 371 393
"ENSDARG00000088415" 17 9 1 2
"ENSDARG00000088416" 11 12 10 13
"ENSDARG00000088418" 6 0 9 11
"ENSDARG00000088419" 16 24 24 50
"ENSDARG00000088420" 0 0 3 8
"ENSDARG00000088421" 12 4 1 0
"ENSDARG00000088422" 18 3 3 2
"ENSDARG00000088423" 433 495 526 603
"ENSDARG00000088424" 2767 2432 5133 4870
"ENSDARG00000088426" 20 5 9 11
"ENSDARG00000088427" 135 127 56 102
"ENSDARG00000088428" 232 140 104 114
"ENSDARG00000088430" 213 72 154 124
"ENSDARG00000088432" 8 43 442 728
"ENSDARG00000088435" 558 417 85 216
"ENSDARG00000088436" 21024 8333 21333 11959
"ENSDARG00000088439" 2045 1727 1859 1706
"ENSDARG00000088440" 4290 2182 1500 1555
"ENSDARG00000088443" 1115 1062 721 767
"ENSDARG00000088444" 230 241 188 207
"ENSDARG00000088449" 2207 1430 2047 2432
"ENSDARG00000088451" 38 51 63 28
"ENSDARG00000088452" 116 111 25 32
"ENSDARG00000088454" 40 45 123 161
"ENSDARG00000088455" 22 18 49 43
"ENSDARG00000088456" 15 12 21 35
"ENSDARG00000088460" 8 14 10 12
"ENSDARG00000088463" 45 43 40 42
"ENSDARG00000088465" 12 4 1 0
"ENSDARG00000088466" 284 230 493 455
"ENSDARG00000088467" 3963 3407 1999 2490
"ENSDARG00000088468" 281 237 284 311
"ENSDARG00000088469" 91 81 33 68
"ENSDARG00000088472" 584 421 756 808
"ENSDARG00000088475" 39 37 94 101
"ENSDARG00000088476" 4678 4080 2011 2773
"ENSDARG00000088478" 91 80 124 110
"ENSDARG00000088479" 13 11 5 3
"ENSDARG00000088483" 92 68 39 59
"ENSDARG00000088484" 139 156 95 130
"ENSDARG00000088485" 1772 879 2328 1260
"ENSDARG00000088486" 152 93 131 92
"ENSDARG00000088488" 1106 1011 812 981
"ENSDARG00000088489" 2 0 8 5
"ENSDARG00000088490" 607 558 674 959
"ENSDARG00000088491" 8 5 12 15
"ENSDARG00000088492" 245 188 925 944
"ENSDARG00000088493" 26 38 21 48
"ENSDARG00000088494" 2089 1046 2690 1451
"ENSDARG00000088495" 34 41 130 146
"ENSDARG00000088497" 150 130 157 175
"ENSDARG00000088500" 105 88 188 188
"ENSDARG00000088503" 3 1 5 2
"ENSDARG00000088505" 636 341 271 276
"ENSDARG00000088506" 293 289 183 183
"ENSDARG00000088507" 167 153 234 260
"ENSDARG00000088508" 13 18 28 43
"ENSDARG00000088510" 211 72 148 124
"ENSDARG00000088511" 18 9 16 24
"ENSDARG00000088512" 9 9 2 3
"ENSDARG00000088513" 113 59 84 84
"ENSDARG00000088514" 722 628 163579 153180
"ENSDARG00000088515" 246 234 173 203
"ENSDARG00000088516" 20 24 8 22
"ENSDARG00000088517" 145 158 224 264
"ENSDARG00000088518" 17 19 18 16
"ENSDARG00000088520" 5 4 8 4
"ENSDARG00000088521" 31 34 96 92
"ENSDARG00000088522" 5 0 5 7
"ENSDARG00000088523" 97 66 109 143
"ENSDARG00000088524" 47 35 56 78
"ENSDARG00000088527" 89 100 57 54
"ENSDARG00000088529" 8 14 11 12
"ENSDARG00000088531" 7 10 6 9
"ENSDARG00000088532" 1650 1789 1456 1739
"ENSDARG00000088533" 782 406 1014 583
"ENSDARG00000088534" 11 11 10 12
"ENSDARG00000088536" 286 163 162 195
"ENSDARG00000088538" 809 806 640 729
"ENSDARG00000088539" 420 321 153 226
"ENSDARG00000088541" 15 2 10 10
"ENSDARG00000088542" 46 55 67 69
"ENSDARG00000088545" 6 7 3 2
"ENSDARG00000088546" 15 14 73 41
"ENSDARG00000088547" 6800 5410 2607 3711
"ENSDARG00000088548" 125 144 240 263
"ENSDARG00000088549" 36 16 104 120
"ENSDARG00000088551" 4539 3781 2062 2903
"ENSDARG00000088552" 7 10 2 7
"ENSDARG00000088553" 161 185 59 98
"ENSDARG00000088554" 682 600 1134 1020
"ENSDARG00000088555" 40 15 94 116
"ENSDARG00000088556" 20 16 20 12
"ENSDARG00000088558" 206 107 201 209
"ENSDARG00000088559" 10561 8660 4663 6123
"ENSDARG00000088560" 280 291 573 587
"ENSDARG00000088561" 63 87 31 47
"ENSDARG00000088564" 3439 1384 3554 1863
"ENSDARG00000088566" 11 11 10 12
"ENSDARG00000088567" 50 37 33 24
"ENSDARG00000088568" 50 43 59 92
"ENSDARG00000088571" 370 332 679 609
"ENSDARG00000088574" 1283 983 4428 4439
"ENSDARG00000088575" 12 15 4 20
"ENSDARG00000088577" 2346 1794 849 1125
"ENSDARG00000088581" 122 240 616 233
"ENSDARG00000088582" 1980 963 2452 1332
"ENSDARG00000088584" 52 43 48 58
"ENSDARG00000088585" 7 11 8 15
"ENSDARG00000088587" 3 1 11 9
"ENSDARG00000088588" 153 118 69 106
"ENSDARG00000088590" 1978 1290 1300 1253
"ENSDARG00000088591" 0 2 32 52
"ENSDARG00000088593" 0 0 74 68
"ENSDARG00000088595" 1049 898 1197 1101
"ENSDARG00000088597" 10 3 2 5
"ENSDARG00000088599" 5 3 5 5
"ENSDARG00000088601" 29 29 43 31
"ENSDARG00000088602" 40 17 5 11
"ENSDARG00000088603" 4 34 30 33
"ENSDARG00000088604" 114 49 104 118
"ENSDARG00000088605" 571 482 901 778
"ENSDARG00000088606" 9 10 4 7
"ENSDARG00000088607" 11 61 7 27
"ENSDARG00000088609" 139 139 183 165
"ENSDARG00000088612" 187 155 133 132
"ENSDARG00000088613" 8 13 10 12
"ENSDARG00000088614" 7 3 4 4
"ENSDARG00000088615" 239 169 171 190
"ENSDARG00000088616" 182 195 324 370
"ENSDARG00000088618" 4 2 45 35
"ENSDARG00000088619" 269 207 336 402
"ENSDARG00000088620" 82 70 106 118
"ENSDARG00000088621" 10 7 33 35
"ENSDARG00000088622" 27 17 24 24
"ENSDARG00000088623" 1 5 3 2
"ENSDARG00000088627" 550 466 489 644
"ENSDARG00000088628" 464 238 366 429
"ENSDARG00000088630" 197 200 230 231
"ENSDARG00000088631" 367 259 207 222
"ENSDARG00000088632" 14 15 25 23
"ENSDARG00000088634" 28 17 34 39
"ENSDARG00000088635" 137 181 281 288
"ENSDARG00000088636" 256 254 315 308
"ENSDARG00000088638" 4 4 2 3
"ENSDARG00000088639" 8 10 4 7
"ENSDARG00000088640" 208 207 279 344
"ENSDARG00000088641" 1566 831 619 736
"ENSDARG00000088643" 4 1 19 175
"ENSDARG00000088644" 580 625 522 523
"ENSDARG00000088647" 31 18 17 34
"ENSDARG00000088648" 11 11 10 12
"ENSDARG00000088649" 387 252 16 146
"ENSDARG00000088650" 1591 1457 988 1250
"ENSDARG00000088651" 6273 5603 2719 3847
"ENSDARG00000088652" 9 3 4 12
"ENSDARG00000088653" 102 87 129 155
"ENSDARG00000088654" 605 491 369 337
"ENSDARG00000088655" 111 86 64 69
"ENSDARG00000088656" 409 389 247 328
"ENSDARG00000088657" 9 13 1 3
"ENSDARG00000088658" 2 4 4 6
"ENSDARG00000088660" 24 16 1594 1225
"ENSDARG00000088663" 289 359 1408 1552
"ENSDARG00000088665" 10 7 13 17
"ENSDARG00000088667" 0 4 16 6
"ENSDARG00000088669" 19 25 146 133
"ENSDARG00000088670" 9235 7644 4223 5427
"ENSDARG00000088671" 1901 830 2129 4825
"ENSDARG00000088672" 1601 1801 1706 1836
"ENSDARG00000088673" 328 95 195 140
"ENSDARG00000088679" 162 203 263 281
"ENSDARG00000088681" 0 4 6 4
"ENSDARG00000088682" 269 205 100 138
"ENSDARG00000088683" 6 0 2 2
"ENSDARG00000088684" 2 3 26 19
"ENSDARG00000088685" 10 10 15 27
"ENSDARG00000088689" 1840 1854 513 661
"ENSDARG00000088690" 79 79 132 119
"ENSDARG00000088691" 14 12 20 8
"ENSDARG00000088692" 4790 3846 1894 2885
"ENSDARG00000088693" 127 119 40 58
"ENSDARG00000088696" 107 94 80 69
"ENSDARG00000088697" 139 50 69 35
"ENSDARG00000088698" 6 5 8 13
"ENSDARG00000088699" 393 390 734 734
"ENSDARG00000088701" 91 86 79 83
"ENSDARG00000088702" 92 71 125 110
"ENSDARG00000088703" 29 15 45 46
"ENSDARG00000088704" 119 143 89 125
"ENSDARG00000088705" 80 84 167 170
"ENSDARG00000088706" 561 475 484 603
"ENSDARG00000088707" 188 219 295 248
"ENSDARG00000088708" 57 73 370 395
"ENSDARG00000088709" 416 352 2409 2748
"ENSDARG00000088711" 108 118 223 189
"ENSDARG00000088712" 73 59 57 84
"ENSDARG00000088713" 1389 1330 1539 1812
"ENSDARG00000088717" 1372 1472 1315 1541
"ENSDARG00000088718" 8 4 5 1
"ENSDARG00000088719" 11 11 10 13
"ENSDARG00000088720" 8 4 4 5
"ENSDARG00000088722" 8649 7451 4502 5641
"ENSDARG00000088723" 680 448 536 742
"ENSDARG00000088724" 21 32 152 138
"ENSDARG00000088727" 47 27 12 16
"ENSDARG00000088730" 278 184 158 170
"ENSDARG00000088731" 99 37 58 60
"ENSDARG00000088732" 68 49 4 9
"ENSDARG00000088733" 20 22 39 47
"ENSDARG00000088734" 323 333 513 571
"ENSDARG00000088735" 51 46 41 30
"ENSDARG00000088736" 7 2 6 6
"ENSDARG00000088737" 125 128 124 123
"ENSDARG00000088738" 0 2 4 8
"ENSDARG00000088739" 298 345 167 142
"ENSDARG00000088740" 61 42 67 68
"ENSDARG00000088741" 783 774 729 655
"ENSDARG00000088742" 1106 634 948 1030
"ENSDARG00000088743" 1442 1549 1059 1215
"ENSDARG00000088744" 267 230 511 482
"ENSDARG00000088745" 225 181 522 372
"ENSDARG00000088750" 180 164 155 218
"ENSDARG00000088752" 19 34 159 153
"ENSDARG00000088753" 322 437 337 297
"ENSDARG00000088755" 228 246 600 597
"ENSDARG00000088757" 6941 5866 3147 4069
"ENSDARG00000088758" 12 8 9 10
"ENSDARG00000088759" 21 12 169 242
"ENSDARG00000088762" 20 21 27 20
"ENSDARG00000088763" 34 20 54 42
"ENSDARG00000088764" 148 110 205 148
"ENSDARG00000088766" 80 94 188 283
"ENSDARG00000088768" 220 223 276 337
"ENSDARG00000088769" 4 7 2 12
"ENSDARG00000088773" 2815 2982 1666 1955
"ENSDARG00000088774" 611 643 1117 1163
"ENSDARG00000088775" 3311 2828 1773 2115
"ENSDARG00000088776" 390 1024 312 162
"ENSDARG00000088777" 95 136 41 44
"ENSDARG00000088778" 13 8 17 12
"ENSDARG00000088779" 40 38 200 182
"ENSDARG00000088781" 27 15 20 16
"ENSDARG00000088782" 22 37 488 403
"ENSDARG00000088786" 254 248 330 368
"ENSDARG00000088788" 8177 7926 4578 5949
"ENSDARG00000088789" 241 277 355 396
"ENSDARG00000088790" 86 83 115 129
"ENSDARG00000088792" 47 29 17 23
"ENSDARG00000088793" 16 18 10 6
"ENSDARG00000088795" 144 134 183 189
"ENSDARG00000088796" 134 106 33 45
"ENSDARG00000088797" 13 7 4 11
"ENSDARG00000088798" 7 20 58 51
"ENSDARG00000088799" 1041 964 1173 1346
"ENSDARG00000088800" 12 12 22 44
"ENSDARG00000088801" 154 152 277 277
"ENSDARG00000088803" 113 113 216 218
"ENSDARG00000088804" 413 380 335 384
"ENSDARG00000088805" 74 66 93 95
"ENSDARG00000088807" 1685 1507 1687 1885
"ENSDARG00000088808" 40 26 43 42
"ENSDARG00000088810" 31 15 74 86
"ENSDARG00000088811" 344 270 126 128
"ENSDARG00000088812" 437 415 681 677
"ENSDARG00000088813" 5 3 2 2
"ENSDARG00000088815" 11 11 10 12
"ENSDARG00000088816" 202 154 295 366
"ENSDARG00000088817" 1006 880 2847 2670
"ENSDARG00000088818" 261 190 49 74
"ENSDARG00000088819" 8653 7177 3457 4867
"ENSDARG00000088820" 763 637 754 1003
"ENSDARG00000088821" 49 58 95 99
"ENSDARG00000088822" 10 4 6 8
"ENSDARG00000088823" 6 16 3 10
"ENSDARG00000088824" 5 11 7 17
"ENSDARG00000088825" 157 158 171 185
"ENSDARG00000088827" 17 25 20 31
"ENSDARG00000088828" 197 219 78 87
"ENSDARG00000088829" 8 4 0 5
"ENSDARG00000088831" 350 251 88 99
"ENSDARG00000088833" 49 32 43 62
"ENSDARG00000088835" 976 901 2227 1976
"ENSDARG00000088836" 10537 8857 4704 5946
"ENSDARG00000088837" 828 761 518 611
"ENSDARG00000088838" 3440 1398 3556 1865
"ENSDARG00000088839" 53 48 83 78
"ENSDARG00000088840" 16 39 19 10
"ENSDARG00000088841" 84 65 199 220
"ENSDARG00000088842" 193 152 95 116
"ENSDARG00000088843" 15 7 0 5
"ENSDARG00000088844" 196 240 539 670
"ENSDARG00000088845" 30 23 47 56
"ENSDARG00000088847" 73 69 125 167
"ENSDARG00000088848" 0 6 19 23
"ENSDARG00000088850" 4601 3934 2135 2927
"ENSDARG00000088851" 3 1 2 4
"ENSDARG00000088852" 7 2 16 13
"ENSDARG00000088853" 15 6 21 18
"ENSDARG00000088854" 6350 5520 2626 3765
"ENSDARG00000088855" 11 11 10 12
"ENSDARG00000088856" 24 15 19 15
"ENSDARG00000088857" 1696 1007 1313 1256
"ENSDARG00000088858" 196 216 376 401
"ENSDARG00000088859" 6 2 3 2
"ENSDARG00000088860" 117 82 166 187
"ENSDARG00000088861" 727 706 1004 1327
"ENSDARG00000088862" 227 120 572 487
"ENSDARG00000088863" 31 36 20 27
"ENSDARG00000088864" 28 17 9 16
"ENSDARG00000088865" 4490 1579 4550 2736
"ENSDARG00000088866" 68 69 26 36
"ENSDARG00000088868" 255 176 225 241
"ENSDARG00000088869" 73 56 52 49
"ENSDARG00000088870" 10776 9232 4955 6436
"ENSDARG00000088874" 26 14 39 50
"ENSDARG00000088875" 6661 6517 4815 5075
"ENSDARG00000088877" 1817 1403 1794 1706
"ENSDARG00000088878" 929 705 202 226
"ENSDARG00000088879" 105 83 89 112
"ENSDARG00000088880" 1284 1290 2393 2320
"ENSDARG00000088881" 265 175 173 187
"ENSDARG00000088882" 9 5 14 12
"ENSDARG00000088884" 1622 1142 6164 5706
"ENSDARG00000088885" 4172 3152 1874 1709
"ENSDARG00000088887" 11 9 10 7
"ENSDARG00000088888" 10915 9332 5420 7119
"ENSDARG00000088889" 0 0 17 16
"ENSDARG00000088890" 537 583 673 619
"ENSDARG00000088891" 44 22 22 39
"ENSDARG00000088894" 2476 2218 1083 1540
"ENSDARG00000088895" 15 68 10 24
"ENSDARG00000088897" 16 4 1 0
"ENSDARG00000088898" 307 298 216 222
"ENSDARG00000088899" 2358 2003 2849 2896
"ENSDARG00000088900" 105 74 62 57
"ENSDARG00000088901" 8 9 1 6
"ENSDARG00000088902" 1290 624 971 1203
"ENSDARG00000088903" 347 343 440 537
"ENSDARG00000088905" 324 319 261 227
"ENSDARG00000088906" 759 586 464 470
"ENSDARG00000088907" 52 85 126 144
"ENSDARG00000088908" 4280 3904 3068 3125
"ENSDARG00000088909" 47 48 101 102
"ENSDARG00000088910" 14 11 8 20
"ENSDARG00000088912" 888 461 246 325
"ENSDARG00000088913" 22 15 17 16
"ENSDARG00000088914" 212 216 270 310
"ENSDARG00000088915" 155 139 217 300
"ENSDARG00000088917" 639 593 1261 1078
"ENSDARG00000088918" 271 282 565 281
"ENSDARG00000088919" 11 8 8 12
"ENSDARG00000088920" 56 66 125 69
"ENSDARG00000088922" 7262 6305 2992 4248
"ENSDARG00000088924" 61 75 247 282
"ENSDARG00000088925" 391 426 306 356
"ENSDARG00000088928" 160 167 89 118
"ENSDARG00000088929" 455 281 413 433
"ENSDARG00000088933" 7 14 13 12
"ENSDARG00000088934" 153 120 39 70
"ENSDARG00000088936" 1240 1225 820 905
"ENSDARG00000088937" 2619 4277 1812 2003
"ENSDARG00000088938" 1772 879 2328 1260
"ENSDARG00000088939" 5 8 18 8
"ENSDARG00000088943" 10 6 0 9
"ENSDARG00000088945" 9 31 5 14
"ENSDARG00000088946" 11 7 6 7
"ENSDARG00000088949" 3 8 2 7
"ENSDARG00000088950" 99 95 120 125
"ENSDARG00000088951" 8148 3635 8967 4870
"ENSDARG00000088952" 279 237 147 158
"ENSDARG00000088954" 1 1 4 4
"ENSDARG00000088955" 1209 1639 256 296
"ENSDARG00000088956" 6 4 6 6
"ENSDARG00000088957" 27 17 27 18
"ENSDARG00000088959" 173 118 242 221
"ENSDARG00000088961" 243 181 366 421
"ENSDARG00000088962" 1629 1199 2849 3341
"ENSDARG00000088964" 29 16 19 42
"ENSDARG00000088965" 2 7 5 12
"ENSDARG00000088966" 190 178 224 200
"ENSDARG00000088967" 678 494 350 396
"ENSDARG00000088969" 48 51 85 69
"ENSDARG00000088970" 6027 4568 2302 3434
"ENSDARG00000088971" 190 84 53 62
"ENSDARG00000088972" 49 24 25 45
"ENSDARG00000088974" 8 12 1 3
"ENSDARG00000088975" 179 175 1299 1458
"ENSDARG00000088976" 4489 1579 4551 2733
"ENSDARG00000088977" 69 76 101 113
"ENSDARG00000088978" 114 157 100 118
"ENSDARG00000088979" 263 166 175 197
"ENSDARG00000088980" 17 9 10 23
"ENSDARG00000088981" 47 54 127 160
"ENSDARG00000088982" 25 21 19 28
"ENSDARG00000088983" 15 26 34 33
"ENSDARG00000088984" 255 245 447 435
"ENSDARG00000088986" 1 0 7 7
"ENSDARG00000088988" 55 48 467 1256
"ENSDARG00000088990" 588 407 881 856
"ENSDARG00000088991" 13 19 22 32
"ENSDARG00000088993" 80 110 231 230
"ENSDARG00000088994" 88 117 163 184
"ENSDARG00000088995" 21 19 26 29
"ENSDARG00000088996" 54 58 112 109
"ENSDARG00000088997" 55 22 34 43
"ENSDARG00000088998" 12 3 1 0
"ENSDARG00000088999" 180 137 193 228
"ENSDARG00000089002" 1366 780 2397 2700
"ENSDARG00000089004" 4996 3731 882 1049
"ENSDARG00000089005" 19 21 17 19
"ENSDARG00000089006" 6 2 11 5
"ENSDARG00000089007" 212 241 319 408
"ENSDARG00000089009" 283 231 1352 1350
"ENSDARG00000089016" 179 184 613 653
"ENSDARG00000089019" 113 99 101 85
"ENSDARG00000089020" 21 23 9 16
"ENSDARG00000089021" 146 154 23 35
"ENSDARG00000089023" 30 41 34 34
"ENSDARG00000089024" 248 173 159 209
"ENSDARG00000089026" 27 32 34 36
"ENSDARG00000089029" 6 1 1 2
"ENSDARG00000089030" 515 1073 359 184
"ENSDARG00000089031" 61 58 201 217
"ENSDARG00000089032" 468 396 650 687
"ENSDARG00000089033" 44 43 125 99
"ENSDARG00000089034" 26 23 25 27
"ENSDARG00000089035" 284 234 761 714
"ENSDARG00000089036" 94 79 43 68
"ENSDARG00000089037" 49 19 50 54
"ENSDARG00000089038" 2515 2133 2799 3089
"ENSDARG00000089039" 1 1 8 12
"ENSDARG00000089040" 5 13 11 18
"ENSDARG00000089041" 113 70 65 53
"ENSDARG00000089042" 1 1 20 22
"ENSDARG00000089043" 251 157 401 256
"ENSDARG00000089046" 502 348 214 277
