"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "threshold" "external_gene_name"
"10007" "ENSDARG00000085134" 5.09317303026705 0.245546790303366 0.689849261793234 0.480587904604966 0.600480136863073 FALSE "BX469902.1"
"10009" "ENSDARG00000042440" 239.321435663695 0.245469710190149 0.228257834392463 0.259563775119733 0.373209670326079 FALSE "p2rx7"
"10010" "ENSDARG00000092791" 2.69979259820684 0.245384658685887 0.756538799671246 0.362619053533006 0.485656281431716 FALSE "BX323038.1"
"10011" "ENSDARG00000011146" 1607.36743177799 0.245113920073872 0.160803552752173 0.118552279716686 0.197340134101391 FALSE "uqcrb"
"10012" "ENSDARG00000038955" 4.3659715643354 0.245092216842845 0.706507263093941 0.463411857563122 0.584480537110169 FALSE "pimr68"
"10014" "ENSDARG00000058537" 3464.43677397153 0.244739498443166 0.144840091888315 0.0853531201919119 0.149291150612907 FALSE "si:dkey-102c8.2"
"10015" "ENSDARG00000002916" 2273.23383308365 0.244736163737076 0.152694740854123 0.103294199908995 0.175560840382881 FALSE "sec31b"
"10016" "ENSDARG00000080256" 29.0196677012334 0.244511246947251 0.450188281494763 0.503963176687274 0.622970101968555 FALSE "CT025912.1"
"10018" "ENSDARG00000018105" 67.5571774485169 0.244294645432083 0.338885169363187 0.421593399764784 0.544803721896924 FALSE "casq1b"
"10019" "ENSDARG00000009839" 562.631856664965 0.24414847810659 0.187105151609348 0.178393812276373 0.276319789853482 FALSE "fam117bb"
"10020" "ENSDARG00000086569" 87.1516965911584 0.243938780878558 0.330884075187896 0.413950023687195 0.537085951471599 FALSE "zgc:172051"
"10023" "ENSDARG00000019062" 3830.60849369761 0.243881822489563 0.144303416224964 0.0914857810494143 0.158387403283262 FALSE "arpc5b"
"10024" "ENSDARG00000023228" 63.1105227592081 0.243853608107113 0.350440696772771 0.434118465139186 0.556836897557544 FALSE "vsnl1a"
"10025" "ENSDARG00000038243" 437.176819930532 0.243822952446185 0.188842640478985 0.182681737743862 0.28173818644088 FALSE "e4f1"
"10026" "ENSDARG00000093656" 119.506778924786 0.243811810570493 0.284029068006521 0.355137782862927 0.477812648011002 FALSE "si:dkeyp-2e4.6"
"10028" "ENSDARG00000015966" 720.833644460306 0.243714762781762 0.167913408217536 0.136763279619581 0.222387867998798 FALSE "yaf2"
"10029" "ENSDARG00000090198" 12.1112503101036 0.243551312505535 0.578260468060717 0.533232820000912 0.649013421320323 FALSE "CR352223.1"
"10030" "ENSDARG00000055538" 683.914591629632 0.243388299973772 0.176156313482459 0.155728162994801 0.247401797089997 FALSE "avl9"
"10031" "ENSDARG00000096306" 343.376998064773 0.24329925144732 0.201370351389807 0.210303733639859 0.315552441119409 FALSE "si:ch1073-342h5.2"
"10032" "ENSDARG00000040526" 1308.88969827715 0.243239612185958 0.166115400235846 0.133750339268261 0.218334599322981 FALSE "s1pr5a"
"10033" "ENSDARG00000067701" 12.1959631552429 0.242984742856808 0.578927178470292 0.533797698839344 0.64950115822841 FALSE "myoz3a"
"10035" "ENSDARG00000056204" 172.409210036753 0.242674086920072 0.243261201637182 0.292613556235671 0.410584004613171 FALSE "zgc:113436"
"10037" "ENSDARG00000041040" 305.131810502255 0.242620923523273 0.217039026453111 0.243459228995516 0.354965174767299 FALSE "piga"
"10038" "ENSDARG00000061039" 510.678783801072 0.24248482824474 0.185232573397462 0.177158246653369 0.274903465603583 FALSE "atp10a"
"10039" "ENSDARG00000059903" 10.2374863186811 0.24247272758156 0.613497534680696 0.529408818115945 0.645550587098588 FALSE "hs3st3l"
"10040" "ENSDARG00000095353" 25.391618004247 0.242361089666664 0.57293108570293 0.53464890751566 0.650279764248254 FALSE "CR936240.2"
"10041" "ENSDARG00000079474" 76.3063388970175 0.242241726770939 0.321284272049267 0.406044616611557 0.529233776296014 FALSE "MSANTD2"
"10042" "ENSDARG00000062967" 85.6996052690557 0.242205821483462 0.312310696260315 0.395457600063928 0.518730246221673 FALSE "kcng4a"
"10043" "ENSDARG00000033361" 926.23803634839 0.2420961348669 0.169874733734021 0.143774212820204 0.231693394570385 FALSE "asl"
"10044" "ENSDARG00000002300" 6.33999093683639 0.242003174812256 0.661168453004993 0.508678983044293 0.627539164998342 FALSE "p2rx2"
"10045" "ENSDARG00000014420" 3.435536434634 0.241957982938712 0.740952437080345 0.405016766399424 0.528133334054168 FALSE "elavl3"
"10046" "ENSDARG00000069696" 345.227165716497 0.241869346688002 0.232435702695711 0.27466053278888 0.390456951016456 FALSE "si:ch211-261n11.5"
"10047" "ENSDARG00000020618" 501.55809824361 0.241814161709715 0.192943817996898 0.195235500325111 0.297602512520891 FALSE "gatd3a"
"10048" "ENSDARG00000001993" 52.3305678143143 0.241769425622343 0.386786137808056 0.469249890474112 0.589397950952859 FALSE "myhb"
"10049" "ENSDARG00000052903" 442.695071681581 0.241740305297177 0.196042257840566 0.201931890674795 0.30532304705862 FALSE "rtkn2b"
"10050" "ENSDARG00000042803" 3.5132491143297 0.241706262424245 0.743298078383338 0.399551636537363 0.52287663714651 FALSE "rab3c"
"10052" "ENSDARG00000095734" 17.9050523847536 0.24156463858991 0.521285721516326 0.532774438249737 0.648598022777151 FALSE "pimr186"
"10055" "ENSDARG00000036438" 3653.95518442716 0.241225331290267 0.185175118953498 0.17837300877842 0.276308569582545 FALSE "ndufv1"
"10056" "ENSDARG00000030981" 902.734189239278 0.241211365316319 0.164816260437023 0.134055555875172 0.218716819691014 FALSE "tmem127"
"10057" "ENSDARG00000076791" 1934.7242106153 0.241195378606753 0.163278211167692 0.130692330561038 0.214125139281223 FALSE "cdk13"
"10058" "ENSDARG00000076082" 257.671374411835 0.24116346559449 0.237835763625395 0.286444945588019 0.403831093248059 FALSE "CABZ01041962.1"
"10060" "ENSDARG00000000529" 580.256321755363 0.240967070210267 0.174405573204391 0.155823198188971 0.247524381752692 FALSE "ofd1"
"10061" "ENSDARG00000038445" 35.8966073633633 0.240879560200466 0.441161413301624 0.505484957940716 0.624377508811667 FALSE "spire1b"
"10062" "ENSDARG00000008832" 677.17409204955 0.24084501178621 0.184338645018217 0.178118127820923 0.276042308426111 FALSE "neu1"
"10067" "ENSDARG00000042656" 14.0090992079608 0.240611138132996 0.558654497226026 0.538291408591618 0.652934842500594 FALSE "nrn1b"
"10068" "ENSDARG00000087319" 15.9761184150182 0.240448480189716 0.537763111716994 0.537069991646843 0.652147312099797 FALSE "tmem121b"
"10069" "ENSDARG00000038106" 400.576190564743 0.240422483239428 0.191291027486124 0.19402142621734 0.296110394640824 FALSE "slc37a4a"
"10071" "ENSDARG00000092580" 2.71687733919787 0.240313597725301 0.762442204846961 0.35047250066068 0.47279902833758 FALSE "si:ch211-95j8.3"
"10072" "ENSDARG00000073841" 3769.54320077347 0.240282476305162 0.144200729353433 0.0931515356377527 0.160643692635731 FALSE "herc2"
"10073" "ENSDARG00000043332" 587.891198603978 0.240088338870499 0.174678623551501 0.15839725707119 0.250699204839287 FALSE "prkcz"
"10074" "ENSDARG00000070798" 230.838497210791 0.240013081083167 0.221933997779114 0.258359337541288 0.371999301927691 FALSE "pmvk"
"10075" "ENSDARG00000031848" 83.1591936527128 0.239871690075703 0.323766975227864 0.41345187060509 0.536640726376548 FALSE "pparg"
"10076" "ENSDARG00000079933" 108.671493649026 0.239795619693737 0.286761608168021 0.367069711960797 0.490317328776377 FALSE "SLC46A3"
"10078" "ENSDARG00000086204" 19.9723269728895 0.239615637534125 0.508085468355967 0.532718378399761 0.648598022777151 FALSE "gsg1l2a"
"10080" "ENSDARG00000079035" 269.864562641166 0.239428333691374 0.22739451463151 0.269911303304237 0.385128708856703 FALSE "zgc:174573"
"10082" "ENSDARG00000036383" 44.3111825379714 0.239335441066161 0.396280978994819 0.481037365686799 0.600879083454078 FALSE "slc24a6a"
"10083" "ENSDARG00000040246" 85.4919461460683 0.239238920243348 0.3181501551235 0.408151993601926 0.531480289929127 FALSE "rap2ab"
"10084" "ENSDARG00000058115" 6093.13248197291 0.239199723977335 0.14931596674278 0.102450091808399 0.174286603575778 FALSE "fgfr2"
"10086" "ENSDARG00000033367" 384.651836076575 0.239000211303484 0.194673496560334 0.204249389762842 0.308099170350474 FALSE "rrm2b"
"10087" "ENSDARG00000025891" 3.70639820255204 0.238962517967505 0.713876294234295 0.459859952795977 0.580949694973097 FALSE "shox"
"10088" "ENSDARG00000001015" 621.832559495332 0.23889336969412 0.180746973086185 0.173751867598941 0.270299116877549 FALSE "znf384l"
"10089" "ENSDARG00000085829" 65.5729994027751 0.238781845474238 0.342970559545895 0.436332137501596 0.558873992433486 FALSE "BX323559.2"
"10090" "ENSDARG00000038780" 2667.7435652068 0.238699153631824 0.148263522087458 0.10052456351069 0.171495462615065 FALSE "ubtfl"
"10091" "ENSDARG00000001169" 88.7637502373142 0.238615301086939 0.307479303421883 0.397004679748428 0.520291407920517 FALSE "hsd17b8"
"10093" "ENSDARG00000015540" 879.798120874595 0.238495496983574 0.162286252715527 0.132657858393134 0.216742844733048 FALSE "psen2"
"10094" "ENSDARG00000095312" 207.62351327443 0.238447254725468 0.229897491816739 0.276665582021681 0.392944291331444 FALSE "sc:d0202"
"10095" "ENSDARG00000056210" 6.97002143179336 0.238359930475461 0.671145118151972 0.50797285617573 0.626807635993014 FALSE "hspa1b"
"10096" "ENSDARG00000022177" 325.997743098031 0.238353063765666 0.210451472557388 0.238689701279947 0.349178083576332 FALSE "ddx59"
"10097" "ENSDARG00000036764" 486.202086100554 0.238248777806075 0.182671825267234 0.179322643911575 0.277515743891093 FALSE "hax1"
"10098" "ENSDARG00000057075" 504.867683672327 0.238117592547987 0.196868161640683 0.211094168925767 0.316515547679567 FALSE "lamtor3"
"10099" "ENSDARG00000068995" 4527.59001000391 0.238052574516297 0.171510235880445 0.154517042319586 0.245914987135871 FALSE "h2ax1"
"10100" "ENSDARG00000036462" 1574.63513583128 0.238024529851627 0.150923979804304 0.107620230417585 0.181764590638201 FALSE "rab11fip1b"
"10102" "ENSDARG00000093549" 9242.25198992639 0.237929341280669 0.150859108515783 0.107872497988309 0.182112920686468 FALSE "selenop"
"10103" "ENSDARG00000076618" 1201.32195486662 0.237800356617792 0.174002433307905 0.160527366053074 0.253268382658615 FALSE "tm2d3"
"10104" "ENSDARG00000042793" 1953.13686935913 0.237737505693802 0.176711565022829 0.17092253975791 0.266736622925109 FALSE "tpp1"
"10109" "ENSDARG00000074016" 5.5972469349656 0.237354943454742 0.676669713740449 0.5045843333874 0.62345968423585 FALSE "ptgfr"
"10110" "ENSDARG00000008191" 26.4622454415928 0.237343561923486 0.463754348603233 0.522269553896905 0.639774428760839 FALSE "tmeff1a"
"10113" "ENSDARG00000023053" 417.961503564056 0.23718241736892 0.208864359738433 0.237753975938441 0.348066592926001 FALSE "niban1b"
"10114" "ENSDARG00000089627" 20.7068901127557 0.237178644845324 0.545790164336225 0.542502887003612 0.656602974188912 FALSE "si:ch211-160d20.5"
"10116" "ENSDARG00000038615" 208.399193101171 0.236831318124049 0.256562520353665 0.327029540361221 0.447892853651028 FALSE "pip4p1a"
"10117" "ENSDARG00000056757" 25.5275330480606 0.236752569085998 0.474183623016832 0.527828444681971 0.644190730252779 FALSE "slc39a8"
"10118" "ENSDARG00000075618" 394.610140331479 0.236718669401511 0.227002453559461 0.274677392540738 0.390460877704826 FALSE "slc36a1"
"10119" "ENSDARG00000036778" 1613.18879716666 0.236536091309195 0.151385122431547 0.11006260866096 0.18525094980622 FALSE "hbs1l"
"10120" "ENSDARG00000055843" 46.2697334722266 0.236509468117468 0.391937619609649 0.483173302591924 0.603084766195967 FALSE "cdh10a"
"10121" "ENSDARG00000014171" 172.885966429526 0.236392996101585 0.242628850167554 0.304522761950822 0.423773649085662 FALSE "bloc1s1"
"10123" "ENSDARG00000059556" 1572.08127701691 0.236308271674363 0.165798616918984 0.145012716293962 0.23330916080127 FALSE "recql5"
"10125" "ENSDARG00000079985" 1536.45638932197 0.236169199965385 0.157150871926895 0.125111529182515 0.206483972337512 FALSE "nrip2"
"10126" "ENSDARG00000086518" 60.7043226928215 0.236157477028374 0.371711191066639 0.46812785598689 0.588491086057522 FALSE "si:ch211-155o21.3"
"10127" "ENSDARG00000071652" 411.109566408457 0.23613999362613 0.193216295322288 0.206390144251484 0.310724991575807 FALSE "rrp8"
"10129" "ENSDARG00000036456" 5200.03829578382 0.235927795110852 0.168573282651634 0.151596677328006 0.241878747160192 FALSE "anxa4"
"10130" "ENSDARG00000027159" 1271.48814796217 0.235717885388799 0.154891163360956 0.120129417876801 0.199509773156668 FALSE "fbxo28"
"10131" "ENSDARG00000059888" 489.172700599547 0.235706311625341 0.181391282815426 0.181020931318634 0.279643969810487 FALSE "ago3a"
"10133" "ENSDARG00000040571" 824.19458042964 0.235679399574471 0.170057292663879 0.156944820323409 0.248863610722933 FALSE "ube4a"
"10134" "ENSDARG00000020964" 321.814674757565 0.235529560667221 0.201253696726491 0.224248314666187 0.332157097775784 FALSE "thap12b"
"10135" "ENSDARG00000075456" 733.161829914911 0.235480068300406 0.179646893846084 0.177436966866402 0.275243442805866 FALSE "pik3ca"
"10136" "ENSDARG00000032876" 470.431351670261 0.2354509302096 0.185040057290892 0.189647527077488 0.290571862447595 FALSE "trit1"
"10137" "ENSDARG00000084628" 31.8806531034155 0.235314905375154 0.455749548022396 0.522965397564115 0.64035039270644 FALSE "CU693368.1"
"10138" "ENSDARG00000008020" 293.578735102491 0.235304656643143 0.211730209278671 0.247624206953949 0.359476265003591 FALSE "med31"
"10139" "ENSDARG00000056504" 455.788280961419 0.235303083292015 0.191417453180903 0.20410879583067 0.30792534005785 FALSE "frg1"
"10140" "ENSDARG00000059886" 343.384319871575 0.23524761837396 0.197581722014237 0.217699253742602 0.324225210028975 FALSE "fam222ba"
"10141" "ENSDARG00000055252" 453.102852443528 0.23519548728351 0.214104761192873 0.252102993601255 0.364716459324834 FALSE "snap23.2"
"10143" "ENSDARG00000004308" 444.885355424345 0.235063040690415 0.187330181892198 0.195608322356512 0.297941250786863 FALSE "fam8a1b"
"10144" "ENSDARG00000069853" 2356.70321130993 0.235043740184626 0.148320432592585 0.105506467775697 0.178728601711527 FALSE "txndc9"
"10146" "ENSDARG00000056394" 275.060649772659 0.234861605990127 0.217844924017649 0.260732298493162 0.374500983838879 FALSE "TOM1L2"
"10148" "ENSDARG00000037415" 92.3122355653608 0.23455933084274 0.306134496918663 0.403258989075801 0.526470149442963 FALSE "dlgap1b"
"10149" "ENSDARG00000032256" 588.122955726818 0.234540596272748 0.177287158746947 0.174105036310039 0.270818105732851 FALSE "txndc16"
"10151" "ENSDARG00000074740" 511.225357399841 0.234460264310357 0.227458183370122 0.281580610388962 0.398474257405635 FALSE "arhgap18"
"10153" "ENSDARG00000044626" 474.528087685652 0.234102753727954 0.192290974893956 0.208432445184254 0.313202768786256 FALSE "ccdc90b"
"10155" "ENSDARG00000061752" 4486.55908948712 0.234014642890923 0.140165895815172 0.0894878741912916 0.155336277981712 FALSE "ripor2"
"10156" "ENSDARG00000085514" 5.60424710040922 0.234010872565257 0.67247341107093 0.512542962955412 0.631041182653629 FALSE "CR407546.1"
"10157" "ENSDARG00000090834" 5.60424710040922 0.234010872565257 0.67247341107093 0.512542962955412 0.631041182653629 FALSE "epor"
"10158" "ENSDARG00000073947" 36.9483724681675 0.234000044926537 0.419679657402144 0.505889017570599 0.624765154485794 FALSE "si:dkeyp-67e1.6"
"10159" "ENSDARG00000011537" 681.990035208258 0.233885469472098 0.178646961014026 0.178247374614088 0.276144844763755 FALSE "ugt2a5"
"10160" "ENSDARG00000094258" 417.482305107643 0.233872124652753 0.201698683655634 0.229228247723729 0.337942980635766 FALSE "commd9"
"10161" "ENSDARG00000021550" 4824.32193738856 0.233809297699077 0.173654600587424 0.166766118329917 0.261339887936161 FALSE "rad23b"
"10162" "ENSDARG00000045913" 670.309921152144 0.233803310615493 0.184382737481447 0.19142170239236 0.292771930595902 FALSE "mrps10"
"10163" "ENSDARG00000006600" 1691.50004587271 0.233774342053008 0.148996393433974 0.109710356332941 0.184776390352901 FALSE "lsm14aa"
"10164" "ENSDARG00000087191" 29.6069122460193 0.233767224364926 0.446258984700034 0.520815956880334 0.638389075841503 FALSE "wdr93"
"10165" "ENSDARG00000013025" 1067.04928146305 0.233646635440285 0.166106627998434 0.149713476584296 0.239453378815918 FALSE "ints6"
"10166" "ENSDARG00000063153" 66.7266361914029 0.233568082721682 0.346738096332318 0.449962437739511 0.572072969385872 FALSE "bcl11ab"
"10169" "ENSDARG00000057632" 48.7364873796244 0.233450093656925 0.387392273750812 0.485060909592161 0.6049228696913 FALSE "ppp1r42"
"10172" "ENSDARG00000094566" 2.43703759459994 0.233396290626323 0.753344376532658 0.383639560705473 0.506973849556729 FALSE "AL953841.2"
"10174" "ENSDARG00000070164" 3090.26116631473 0.233207244369369 0.144747715550376 0.102283751189898 0.174038523129013 FALSE "ubr2"
"10175" "ENSDARG00000001447" 769.979045510766 0.233145716667855 0.177478581592018 0.176975990694547 0.274682208700861 FALSE "mier1b"
"10177" "ENSDARG00000002165" 3681.93372930281 0.233021019436768 0.144414124137142 0.0999364528204626 0.170597222420237 FALSE "psme1"
"10179" "ENSDARG00000077839" 332.186660973253 0.232944720249503 0.23025453209948 0.288810152916411 0.406482789030227 FALSE "dhx30"
"10180" "ENSDARG00000074697" 233.654298798182 0.232856700524041 0.254453393016802 0.332060880361603 0.45310327142454 FALSE "npdc1a"
"10181" "ENSDARG00000037955" 282.137824943315 0.232795554395773 0.221076651081844 0.271282423923641 0.386686701426231 FALSE "pih1d1"
"10183" "ENSDARG00000070676" 5.67341740960941 0.232638433862465 0.671651968230882 0.514608226723761 0.632880602795969 FALSE "ifnphi3"
"10184" "ENSDARG00000078942" 551.904881510297 0.232517294004144 0.198494438781501 0.225295240858268 0.333315650128275 FALSE "enox2"
"10185" "ENSDARG00000088067" 16.4801923197167 0.232324036715944 0.536453252514055 0.550396419629334 0.66321382378097 FALSE "pimr187"
"10186" "ENSDARG00000079892" 383.836052397891 0.232291946980763 0.192741653068047 0.212973276504356 0.318763622769043 FALSE "si:dkey-183c2.4"
"10187" "ENSDARG00000069376" 1293.66586676227 0.232268020424354 0.17142576898047 0.164250694719532 0.258245429816466 FALSE "tnfsf12"
"10190" "ENSDARG00000045373" 6416.24434530449 0.23191509562709 0.162412065474485 0.144174975263164 0.232150124403456 FALSE "pabpn1"
"10191" "ENSDARG00000077083" 16.1921717131142 0.2318432903409 0.552639338324783 0.551995456472931 0.664375897702537 FALSE "avpr1aa"
"10192" "ENSDARG00000093478" 312.241996531727 0.231678367190925 0.223194620241697 0.277682299031117 0.393984254713634 FALSE "si:ch211-197e7.3"
"10193" "ENSDARG00000059503" 191.73576375906 0.231643211805454 0.238504962448258 0.30675833311118 0.426186940396698 FALSE "ACSF3"
"10194" "ENSDARG00000045634" 3.16423906053159 0.231624210863157 0.733881664440764 0.432296616466504 0.555168516078859 FALSE "lmod2a"
"10195" "ENSDARG00000094850" 31.1068361868325 0.231541825160442 0.480522696522027 0.538543232846809 0.652951843817111 FALSE "si:dkey-88l16.5"
"10196" "ENSDARG00000008490" 921.626236041391 0.23151923496374 0.171042671576489 0.164923214797163 0.259170398878696 FALSE "ltv1"
"10197" "ENSDARG00000032175" 2970.60023724414 0.231513536452356 0.149610967470289 0.114746622500702 0.191986057955898 FALSE "puf60a"
"10200" "ENSDARG00000078640" 181.321468002771 0.231296474031221 0.240038145308504 0.310147159866451 0.429894199120262 FALSE "fam117aa"
"10202" "ENSDARG00000093629" 5.65787487367027 0.23124537051884 0.671128267547885 0.517156153988956 0.635083532722893 FALSE "si:ch211-106h4.4"
"10203" "ENSDARG00000060489" 482.775960071595 0.231236489557688 0.20163446269433 0.234584073152184 0.34420927413431 FALSE "mrpl32"
"10205" "ENSDARG00000039363" 728.996452190402 0.231050754643428 0.173509233735031 0.171687128413101 0.267737313685061 FALSE "dnajb12a"
"10207" "ENSDARG00000032970" 7252.34695432943 0.230824215834628 0.139314688062317 0.092077930858218 0.159253306543029 FALSE "cox4i1"
"10208" "ENSDARG00000068732" 890.31205607078 0.230763304420192 0.211642978770839 0.256623138854285 0.370018797274566 FALSE "spry4"
"10210" "ENSDARG00000056030" 29.7607954003588 0.230581786630091 0.451761176015157 0.528864315549445 0.645085433909058 FALSE "hoxb7a"
"10211" "ENSDARG00000054984" 545.88966637074 0.230443008774798 0.190754731253897 0.21214540603206 0.317799302875762 FALSE "zbtb41"
"10212" "ENSDARG00000093125" 2284.11259779349 0.230398962871078 0.172638954763853 0.170920151728631 0.266736622925109 FALSE "RANBP2"
"10213" "ENSDARG00000078335" 4817.95542638092 0.230357454865717 0.141833059952914 0.0982885654601141 0.16828714975628 FALSE "amot"
"10215" "ENSDARG00000090429" 33.9758542556324 0.230187055880563 0.425521917176278 0.516406923884749 0.634557345644893 FALSE "si:dkeyp-7a3.1"
"10216" "ENSDARG00000011743" 656.952898680052 0.230159431344238 0.217654886651688 0.269989580040105 0.385220554212383 FALSE "pigo"
"10217" "ENSDARG00000091031" 466.213879397567 0.229949592561962 0.185614964545829 0.201580806628497 0.304842129467075 FALSE "si:ch211-153a8.4"
"10218" "ENSDARG00000007769" 141.23269290059 0.229946823461381 0.287426415578962 0.387995805990553 0.511388590393087 FALSE "sult5a1"
"10219" "ENSDARG00000093413" 520.998468676065 0.229865232464293 0.182748425527881 0.19516732049271 0.297531333976585 FALSE "edil3a"
"10220" "ENSDARG00000089553" 10.7089329464495 0.22985569324823 0.593705881592154 0.55340169816997 0.665576743853995 FALSE "si:dkey-221l4.11"
"10222" "ENSDARG00000003058" 634.079758861366 0.229832178951748 0.174089813856809 0.175318062215828 0.272490705341851 FALSE "fgfr1op"
"10225" "ENSDARG00000095605" 113.328106913917 0.229745196136021 0.285169769720734 0.385301813957761 0.508557540860147 FALSE "CR846087.3"
"10226" "ENSDARG00000075072" 825.165972829915 0.229740753270705 0.168834923645251 0.162487310192983 0.25592328862184 FALSE "rpap1"
"10228" "ENSDARG00000009253" 1117.54509579865 0.229551576692594 0.156101118972802 0.133939698874599 0.21856641959169 FALSE "rtraf"
"10230" "ENSDARG00000095791" 27.1330962326506 0.229538101785086 0.493294084616717 0.545845969588486 0.659611510457779 FALSE "FP067424.1"
"10231" "ENSDARG00000005972" 1660.91387172111 0.229390515051869 0.149624571615102 0.118252715510656 0.196912490921579 FALSE "ric8b"
"10232" "ENSDARG00000038862" 51.3685379088569 0.229282228396887 0.382188845326226 0.488884227363565 0.608563113939205 FALSE "kcnb2"
"10234" "ENSDARG00000015422" 568.69964008445 0.229223489770629 0.202537631175742 0.240680657714196 0.351552166264639 FALSE "ppil1"
"10236" "ENSDARG00000059701" 3089.01656976432 0.229162011124525 0.164812908622274 0.154184418208508 0.245427921328796 FALSE "flii"
"10238" "ENSDARG00000026712" 6209.0070150517 0.229038782588747 0.160963275721024 0.145726673899535 0.234267321782774 FALSE "rab5c"
"10240" "ENSDARG00000044102" 395.761015506058 0.228972443873143 0.202511482551104 0.241112820531541 0.352061848507033 FALSE "znf593"
"10242" "ENSDARG00000033259" 932.172017050389 0.228891399436675 0.162833855011216 0.150169514815146 0.239988751476262 FALSE "dis3l2"
"10244" "ENSDARG00000039063" 650.192886761899 0.228809986908795 0.171483185828806 0.170895082879228 0.266736622925109 FALSE "CR847936.1"
"10245" "ENSDARG00000093461" 56.3122663374206 0.228732156574041 0.373823484459137 0.48341686358204 0.603361582201422 FALSE "si:dkey-56m15.6"
"10246" "ENSDARG00000043905" 735.640764453575 0.228601524762223 0.167737478762349 0.162426502686555 0.25585504046636 FALSE "rnf14"
"10247" "ENSDARG00000074983" 2.97065436612488 0.228405601517827 0.72858142409803 0.44788442677782 0.570107871866636 FALSE "jac9"
"10248" "ENSDARG00000036473" 217.658397054892 0.228347747901934 0.224740192306197 0.287711691909261 0.405183847603133 FALSE "snapc2"
"10249" "ENSDARG00000052680" 2518.30899121309 0.228343733085999 0.149307687277371 0.119000908844778 0.197884736567833 FALSE "si:dkey-182g1.2"
"10251" "ENSDARG00000077075" 894.791651950856 0.228277041158443 0.161905407224872 0.145964557645871 0.234608887715743 FALSE "fastk"
"10252" "ENSDARG00000069608" 998.082499074641 0.22815472552378 0.165612648066473 0.157099151778736 0.249079810339209 FALSE "palm2akap2"
"10254" "ENSDARG00000037960" 16554.2141339502 0.228123459521521 0.138976297139422 0.0965827311587996 0.165749023609495 FALSE "lrrc17"
"10255" "ENSDARG00000025559" 360.695795143148 0.228121530656679 0.2122321343813 0.263378323271064 0.377616182815957 FALSE "pex11g"
"10258" "ENSDARG00000034808" 30.8918153899106 0.227947320464351 0.441114240087486 0.528637550717153 0.644865634979651 FALSE "kcnip1b"
"10259" "ENSDARG00000067544" 4.89958833586034 0.227922301501498 0.68550031332587 0.510015075245186 0.628599481090509 FALSE "tcf15"
"10260" "ENSDARG00000095830" 2825.28731409883 0.227861908300309 0.151380061050726 0.126270654383044 0.208037494167341 FALSE "serpinb1l1"
"10261" "ENSDARG00000058740" 381.484574546467 0.227789384753308 0.202508597683742 0.243541621394149 0.355000909833889 FALSE "ube2r2"
"10262" "ENSDARG00000075850" 407.223583842385 0.227683511987245 0.193813255693045 0.224516346106802 0.332429660970816 FALSE "gnal2"
"10265" "ENSDARG00000078026" 2457.24609334482 0.227523155622712 0.159932424807881 0.145319411552648 0.233752872511703 FALSE "zcchc24"
"10267" "ENSDARG00000082599" 4.91513087179948 0.227443658033937 0.686593934599261 0.509531229814473 0.628254751020409 FALSE "dre-mir-460"
"10268" "ENSDARG00000015057" 196.969824403987 0.227108184794685 0.231794347325101 0.303811860233129 0.422886316781375 FALSE "ube2d4"
"10270" "ENSDARG00000068265" 605.43777215058 0.22707254235212 0.199697025817322 0.238950210678265 0.349503801497461 FALSE "tomm5"
"10271" "ENSDARG00000076483" 717.961080537757 0.227054313276205 0.170453101002395 0.171689440313404 0.267737313685061 FALSE "dhrs13b.2"
"10273" "ENSDARG00000062998" 25.1135558511997 0.226807894072462 0.472960009526482 0.54420445109793 0.658122034240013 FALSE "pglyrp2"
"10274" "ENSDARG00000007438" 3489.35214847747 0.226803760035321 0.173617694793942 0.180925164998507 0.279542803467793 FALSE "ube2ib"
"10276" "ENSDARG00000012577" 2065.93806981301 0.226754794232598 0.153461001338591 0.131279394814928 0.214921704586183 FALSE "waca"
"10277" "ENSDARG00000010789" 1802.83403792384 0.226730290066533 0.172972241672324 0.175888042027083 0.273253932018405 FALSE "homer3b"
"10278" "ENSDARG00000042126" 4588.18540713737 0.226656804990695 0.147409901267954 0.116761960626179 0.194851842107807 FALSE "elmo3"
"10281" "ENSDARG00000090863" 16.9730750500003 0.226395438864881 0.551997977422858 0.561192239095601 0.672493464553752 FALSE "CR847545.1"
"10282" "ENSDARG00000007856" 12.7295799267679 0.226272494671914 0.571208579522716 0.562424045907087 0.673453133398487 FALSE "rtn4rl1a"
"10283" "ENSDARG00000028663" 201.036733318944 0.226224420329091 0.238095345804977 0.317473421700187 0.437596365125415 FALSE "tek"
"10285" "ENSDARG00000054010" 3489.63064832167 0.226197367608001 0.151487246142778 0.12813707712645 0.210598897767107 FALSE "scaf1"
"10287" "ENSDARG00000077987" 369.807420800958 0.226190174498135 0.194184878663478 0.228517126557627 0.337145839997155 FALSE "zfat"
"10290" "ENSDARG00000025507" 476.536972783403 0.226022738389452 0.184623464794882 0.207180038483466 0.311659000970919 FALSE "wdr24"
"10291" "ENSDARG00000035570" 245.158716754594 0.225936940990528 0.22168081537695 0.286983381252522 0.404302070729965 FALSE "C5H9orf85"
"10292" "ENSDARG00000062457" 947.886114331263 0.22575334149881 0.168034962633366 0.168563657721989 0.263709197239377 FALSE "las1l"
