"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "threshold" "external_gene_name"
"926" "ENSDARG00000014180" 259.765537161272 2.17891002552539 0.241620266450479 2.42312930937122e-20 4.67363596668905e-19 TRUE "ildr2"
"927" "ENSDARG00000020377" 8870.42475329972 2.17730866593595 0.191639638261747 7.85345326099822e-31 2.93149723679067e-29 TRUE "eif4g2a"
"928" "ENSDARG00000088073" 665.902480153262 2.17649960664754 0.194401302094076 5.47914495914276e-30 1.95561698367754e-28 TRUE "fam110b"
"929" "ENSDARG00000063101" 1112.31617185989 2.17338078437279 0.176102762493135 6.56922563627878e-36 3.22602557531939e-34 TRUE "man2a2"
"931" "ENSDARG00000035131" 1108.78336171036 2.16934131858666 0.203710839083986 2.06662926741362e-27 6.32479898558621e-26 TRUE "surf4l"
"933" "ENSDARG00000055305" 318.990248972692 2.16333388070763 0.232981973397922 2.01527266564228e-21 4.19676744513491e-20 TRUE "ret"
"935" "ENSDARG00000032103" 1703.88787922567 2.16315063245727 0.167622660853512 5.17926090276998e-39 2.89213687951654e-37 TRUE "mapk6"
"937" "ENSDARG00000058292" 935.730060495306 2.16196865669958 0.18178544069866 1.60552674766083e-33 7.09222876075951e-32 TRUE "sephs1"
"938" "ENSDARG00000039943" 362.130486157421 2.15712795978235 0.233394509132973 2.92300801533578e-21 6.0192232714316e-20 TRUE "tent5ba"
"940" "ENSDARG00000069548" 30.7383127637844 2.15522469502945 0.654647270756536 0.000108057563860551 0.000369216672371785 TRUE "zgc:162780"
"941" "ENSDARG00000059259" 87.5216266391044 2.15519687795631 0.377989952667922 1.47305440052947e-09 9.65432743290692e-09 TRUE "pabpc4"
"942" "ENSDARG00000063535" 6732.43055945402 2.15478673349471 0.153388881780298 1.03726821672869e-45 7.54047711252874e-44 TRUE "chd4a"
"943" "ENSDARG00000086453" 14.5292104387831 2.15411824980169 1.02473601629724 0.00305985092607401 0.007953142933509 TRUE "cx52.9"
"944" "ENSDARG00000092715" 17.1459064945959 2.15304554017189 0.864906095013032 0.00129198305375951 0.00363031902607054 TRUE "CR847503.1"
"946" "ENSDARG00000080578" 13.8155736975543 2.1482089747695 0.981349300568638 0.00272742594224617 0.00716916734577129 TRUE "dre-mir-455-2"
"947" "ENSDARG00000087260" 296.905300145833 2.14721319145012 0.247630488103288 5.19317135806003e-19 9.0805092868806e-18 TRUE "mtss1lb"
"949" "ENSDARG00000042484" 1051.71300076406 2.1447917267879 0.171321646582149 7.66775701037887e-37 3.9328493688234e-35 TRUE "tle2a"
"950" "ENSDARG00000058504" 1899.72775972377 2.143861953081 0.164987484164569 1.70880927961911e-39 9.92219929090368e-38 TRUE "ap1s2"
"952" "ENSDARG00000051854" 174.829746976372 2.14234351757519 0.327089631993217 6.67436729825603e-12 5.53472907364662e-11 TRUE "cdt1"
"953" "ENSDARG00000055381" 2818.96347381521 2.14204887947562 0.158538787475458 1.67289137304751e-42 1.08510708101398e-40 TRUE "bambia"
"954" "ENSDARG00000069583" 202.269325832314 2.1381668715522 0.379803476796968 2.05328066772507e-09 1.32162943653222e-08 TRUE "zgc:114181"
"956" "ENSDARG00000057606" 532.149009933514 2.13506814452573 0.221518932029925 7.39498874671604e-23 1.70582129950065e-21 TRUE "arl4ca"
"957" "ENSDARG00000035891" 18.736712100756 2.13395736085986 0.823659722408989 0.000980451798846389 0.0028269387333592 TRUE "acana"
"958" "ENSDARG00000005560" 2342.01223029317 2.13207889568501 0.161549177591722 1.16203703181235e-40 7.07361311430914e-39 TRUE "ywhah"
"959" "ENSDARG00000061436" 25308.4557377399 2.13133473570882 0.173319157366728 9.18202190418515e-36 4.49318835124057e-34 TRUE "col6a2"
"960" "ENSDARG00000005115" 2185.05888279614 2.1310155391207 0.182309665364196 1.79980085580731e-32 7.47362583257797e-31 TRUE "calub"
"961" "ENSDARG00000003931" 4689.28434324206 2.12686203263048 0.163943512614943 2.45830997831725e-39 1.4067729642449e-37 TRUE "cndp2"
"962" "ENSDARG00000014670" 1354.50701038754 2.12464006091076 0.166138416387236 2.51750797784936e-38 1.36349016138103e-36 TRUE "colgalt2"
"963" "ENSDARG00000076532" 20698.1424740558 2.12462997362708 0.139082518248399 1.44119901514972e-53 1.3577173170953e-51 TRUE "si:ch211-222l21.1"
"965" "ENSDARG00000019532" 85.8439821811819 2.12277160463057 0.383299650314784 3.87792496488364e-09 2.41744064263746e-08 TRUE "fads2"
"966" "ENSDARG00000025320" 2430.15261499542 2.12261652041484 0.161058305648253 1.47757202109421e-40 8.97462988338734e-39 TRUE "col21a1"
"967" "ENSDARG00000019341" 701.811555629977 2.12259679126229 0.239545425569422 9.48211561495315e-20 1.7637753941394e-18 TRUE "gpc1a"
"969" "ENSDARG00000090444" 1465.88344926182 2.12093784308266 0.16676829320028 7.81883329068696e-38 4.18874711126028e-36 TRUE "ponzr1"
"970" "ENSDARG00000041617" 16.0423774629409 2.12000472531193 0.963637123833198 0.00247586682182375 0.00656965734470707 TRUE "nme5"
"971" "ENSDARG00000040163" 718.875671813855 2.11992622139515 0.20824238205538 2.93684910585982e-25 7.96688635504401e-24 TRUE "prim1"
"974" "ENSDARG00000036190" 606.099720250519 2.11606553680469 0.187400153681513 1.90948537556492e-30 6.99563709616687e-29 TRUE "txnl4a"
"975" "ENSDARG00000017299" 715.719981862857 2.11540978202788 0.185710182205822 6.25245717724204e-31 2.35291177225642e-29 TRUE "fabp11a"
"977" "ENSDARG00000042708" 23410.1290297612 2.11352640606614 0.139352727652472 7.72610500260456e-53 7.03914244266903e-51 TRUE "tuba8l"
"978" "ENSDARG00000037654" 545.588747757041 2.11065328205758 0.244905813277189 8.19051568736409e-19 1.41517600120351e-17 TRUE "pmm2"
"979" "ENSDARG00000001975" 1370.36793025897 2.1095310180439 0.258293196651419 3.87055013019031e-17 5.60683195375947e-16 TRUE "hsd11b2"
"980" "ENSDARG00000078037" 108.660583183774 2.10619379029639 0.359900166755721 5.91383704010009e-10 4.04233821568737e-09 TRUE "chpfb"
"981" "ENSDARG00000045275" 71.8179271107493 2.10544576965441 0.408484827631956 3.34240166221477e-08 1.87284035683517e-07 TRUE "klhl14"
"982" "ENSDARG00000041411" 357.214569741236 2.10413177619035 0.225457437320775 1.33976851200196e-21 2.82632576755478e-20 TRUE "rad51"
"983" "ENSDARG00000095915" 7392.45430857979 2.10389039287074 0.232077257441601 1.15242669441073e-20 2.27828423662341e-19 TRUE "col6a3"
"984" "ENSDARG00000053479" 953.001621849959 2.09990613799503 0.18737625313024 4.76329078123648e-30 1.71336188010268e-28 TRUE "gdf6a"
"986" "ENSDARG00000014106" 546.547345773574 2.0953792836111 0.199412006835162 1.02224879809078e-26 3.01204520858728e-25 TRUE "cfl2"
"987" "ENSDARG00000012682" 4449.40302097482 2.09534247056606 0.17180838233264 4.19827561317721e-35 1.99108972017413e-33 TRUE "pfn2l"
"988" "ENSDARG00000003902" 59.0637201633829 2.0952072449865 0.455637289499011 5.45607132582101e-07 2.62264504531872e-06 TRUE "ctsl.1"
"990" "ENSDARG00000005274" 108.966943325622 2.09289543757669 0.334743601876235 5.45774397171779e-11 4.14941352689178e-10 TRUE "rad52"
"991" "ENSDARG00000076590" 1123.73938606368 2.09197243794379 0.178696175291947 1.55376756268711e-32 6.461666694256e-31 TRUE "atad2"
"992" "ENSDARG00000004527" 692.218619336583 2.09168675252395 0.208575021606243 1.50931008169097e-24 3.89593302260902e-23 TRUE "pin4"
"993" "ENSDARG00000071863" 3413.67319545409 2.09086449982153 0.190203695631523 5.29050838157989e-29 1.78261813436275e-27 TRUE "itgb1a"
"994" "ENSDARG00000045815" 174.236730286683 2.09001352066673 0.286161373828434 3.63175987368312e-14 3.77444102144095e-13 TRUE "mcm10"
"995" "ENSDARG00000070404" 923.59887875647 2.08784278419862 0.202490385897299 8.50412224262599e-26 2.37438179187512e-24 TRUE "inka1b"
"996" "ENSDARG00000006174" 29.4041463015749 2.08530256663081 0.675609805296517 0.000227361816793055 0.000736691651815308 TRUE "lrrc23"
"998" "ENSDARG00000078759" 221.162768754099 2.08157972040157 0.26318711371879 3.28303865598083e-16 4.28916611578778e-15 TRUE "dna2"
"999" "ENSDARG00000058585" 196.144715843975 2.08010349306046 0.277158865905251 7.78972902366132e-15 8.79185512503454e-14 TRUE "chst2b"
"1000" "ENSDARG00000060297" 751.911878215715 2.08002834025337 0.189670217233597 7.16117357883095e-29 2.38967499533591e-27 TRUE "arhgap35b"
"1004" "ENSDARG00000019838" 1281.76491567647 2.07885706809881 0.190696689285425 1.48163667976279e-28 4.83355608002238e-27 TRUE "ugdh"
"1006" "ENSDARG00000005254" 5520.16068871761 2.07859789394655 0.184722020815736 2.92751521240712e-30 1.06548474162996e-28 TRUE "kdelr2a"
"1007" "ENSDARG00000086070" 21.1426646234777 2.07483827477725 0.749755628411014 0.000625923072831139 0.00187034106680376 TRUE "fgf20b"
"1008" "ENSDARG00000060246" 555.614159409745 2.07435446429396 0.191040638268154 2.43943664102995e-28 7.87471755787955e-27 TRUE "slc16a6b"
"1009" "ENSDARG00000024026" 374.017601655702 2.07425241006262 0.237668485490624 3.26183061963595e-19 5.80610042879543e-18 TRUE "sdf2"
"1010" "ENSDARG00000033604" 1615.06264670006 2.07396830793081 0.186773689088071 1.5571999323629e-29 5.39908338452084e-28 TRUE "lrpap1"
"1011" "ENSDARG00000008886" 3333.0247761002 2.07364778497802 0.175608032292928 4.72849402886367e-33 2.03046665298352e-31 TRUE "msx1b"
"1013" "ENSDARG00000075521" 3909.81182971195 2.07274455438414 0.174672742321607 2.38758658008305e-33 1.0414013465915e-31 TRUE "cpz"
"1014" "ENSDARG00000038186" 49.3496253021391 2.07243660984672 0.486588543009966 2.56997764061965e-06 1.12574206408734e-05 TRUE "zgc:103564"
"1015" "ENSDARG00000069093" 7.10142852559693 2.07161180783511 1.67352651787635 0.0154450759356865 0.0338020091942125 TRUE "col2a1a"
"1017" "ENSDARG00000004470" 4302.44949460238 2.06916513306252 0.179062361821415 9.02283546708423e-32 3.57518560703622e-30 TRUE "prkcsh"
"1018" "ENSDARG00000075619" 104.980443218259 2.06784114002968 0.341415589212145 1.83986483002533e-10 1.32325983373699e-09 TRUE "cenpo"
"1019" "ENSDARG00000073936" 1828.90158710085 2.06731730537847 0.188996470229169 1.01919525858337e-28 3.36455912717326e-27 TRUE "BX511021.1"
"1020" "ENSDARG00000033273" 249.795729149272 2.06717921239871 0.248134854285872 1.05308864347783e-17 1.61145835129312e-16 TRUE "primpol"
"1024" "ENSDARG00000061140" 3273.7005043287 2.06623782370231 0.15176305083445 4.50049449007238e-43 2.97494500934451e-41 TRUE "colec12"
"1025" "ENSDARG00000094023" 128.853945644689 2.06448835863813 0.32107275573162 1.64585359606072e-11 1.31407342317941e-10 TRUE "AL935183.1"
"1027" "ENSDARG00000093850" 10.1052198725298 2.05949670184068 1.20780329411972 0.00765311847793735 0.018076788545406 TRUE "BX649457.1"
"1028" "ENSDARG00000078391" 746.141195484317 2.05893339958668 0.196422140814879 1.34399657485592e-26 3.93911885013591e-25 TRUE "fam98a"
"1029" "ENSDARG00000045605" 404.278433486602 2.05810822632206 0.218774403605361 6.54901146755382e-22 1.41598728038125e-20 TRUE "ticrr"
"1030" "ENSDARG00000025043" 536.726598781392 2.05801377284127 0.215717359899226 1.8042698988109e-22 4.03006962801335e-21 TRUE "trip13"
"1031" "ENSDARG00000075909" 3574.25410142929 2.05741040628602 0.154127670161691 1.58728639522111e-41 9.87934186257057e-40 TRUE "slc35f3a"
"1033" "ENSDARG00000027590" 4452.19164008838 2.05603379202757 0.150995845645474 4.15985221200311e-43 2.76960160374639e-41 TRUE "sept2"
"1034" "ENSDARG00000060115" 217.051554693566 2.05462441662579 0.256060698054253 1.4270174062051e-16 1.93935726691181e-15 TRUE "lrrn1"
"1035" "ENSDARG00000090337" 655.385292027179 2.0543421899651 0.25563393078397 1.15135856237314e-16 1.58337527815535e-15 TRUE "pprc1"
"1038" "ENSDARG00000044982" 277.250544400364 2.05087058919697 0.269147663487848 3.19036364121237e-15 3.76174975609446e-14 TRUE "dhrs3a"
"1039" "ENSDARG00000039273" 691.87224923766 2.04981015414865 0.198949812221334 9.02047351657695e-26 2.51095532651891e-24 TRUE "fbln5"
"1042" "ENSDARG00000004754" 2333.58080355701 2.04743165538152 0.171366996865794 8.67017144364435e-34 3.87318933023577e-32 TRUE "hspa4a"
"1043" "ENSDARG00000095743" 865.000243419365 2.0466716396812 0.181520935926075 2.29415427253146e-30 8.36068301135578e-29 TRUE "sox11b"
"1044" "ENSDARG00000057879" 1951.86873055142 2.0453126896435 0.17527286940217 2.45669174751143e-32 1.01556703478842e-30 TRUE "p3h3"
"1046" "ENSDARG00000077253" 264.378775037848 2.04228955074853 0.279513307258991 3.43027898680448e-14 3.57712489072002e-13 TRUE "alkbh6"
"1048" "ENSDARG00000076321" 1316.9663080275 2.04003773572649 0.167204052006974 4.78369659791666e-35 2.24947444265701e-33 TRUE "col28a2a"
"1049" "ENSDARG00000005462" 1243.87728258438 2.03948567033955 0.172848594635367 5.29145908789867e-33 2.26169046848039e-31 TRUE "kif4"
"1050" "ENSDARG00000056122" 1743.76371222098 2.03784505856317 0.16854096125888 1.58639374733293e-34 7.23860751563099e-33 TRUE "gdi1"
"1051" "ENSDARG00000083389" 15.1266877545033 2.03638455917371 0.971161086324269 0.00337605050389594 0.00868696309981474 TRUE "CU928129.1"
"1052" "ENSDARG00000011863" 3262.86290311871 2.03637376821502 0.154528342702907 1.58287079385349e-40 9.59316682217948e-39 TRUE "ptk7a"
"1053" "ENSDARG00000059529" 346.71018655423 2.03587242749427 0.224547159520443 1.61987025974905e-20 3.17071000595544e-19 TRUE ""
"1054" "ENSDARG00000058631" 246.729493341204 2.03576305154014 0.243841110831999 9.70521808756622e-18 1.49087867649097e-16 TRUE "CABZ01030107.1"
"1055" "ENSDARG00000019507" 1838.24185728926 2.03475918299613 0.190533055180425 1.76035398399487e-27 5.41137894502841e-26 TRUE "mcm5"
"1057" "ENSDARG00000045447" 17.6896078416683 2.03454796276502 0.853500805407611 0.00179663110321121 0.00490742521357406 TRUE "slc35g2b"
"1058" "ENSDARG00000039757" 737.600012506994 2.03451221255944 0.221433435809076 5.19871292876285e-21 1.05697665855549e-19 TRUE "mcfd2"
"1059" "ENSDARG00000046013" 134.087860553611 2.03173427010716 0.307895228728811 5.82169257180178e-12 4.85819280389256e-11 TRUE "rasl11a"
"1060" "ENSDARG00000034855" 455.177532871793 2.03098798160267 0.218464788605167 1.93554794698349e-21 4.0398546712586e-20 TRUE "ccnb3"
"1061" "ENSDARG00000092716" 163.528670372877 2.03089633027985 0.342131328438715 3.6074976930896e-10 2.51616377752462e-09 TRUE "VASH1"
"1062" "ENSDARG00000010085" 1509.23583051732 2.0293419911281 0.169110118827753 5.0526530638702e-34 2.27180733620151e-32 TRUE "p4ha2"
"1064" "ENSDARG00000069116" 562.489668372267 2.02835791329423 0.219144386139106 2.77734328902171e-21 5.74488999821017e-20 TRUE "timm10"
"1065" "ENSDARG00000037895" 910.101449235426 2.02775964131814 0.174984181528342 6.41177313359756e-32 2.55888876774138e-30 TRUE "ramp2"
"1067" "ENSDARG00000009724" 7747.99264318309 2.02524029649725 0.166137870458088 4.7803940708136e-35 2.24947444265701e-33 TRUE "rpn2"
"1069" "ENSDARG00000094656" 28.336798793699 2.0227046696548 0.639470753709496 0.000185225784565236 0.000607843430699447 TRUE "CU570781.1"
"1070" "ENSDARG00000071680" 25.2398263288247 2.02247483277397 0.677468642791029 0.000331083530834401 0.00104145605377858 TRUE "loxl5a"
"1072" "ENSDARG00000055539" 8.63868045618938 2.02160966357943 1.43827819970168 0.0121051071127994 0.0271874109392803 TRUE "epdl2"
"1077" "ENSDARG00000040224" 609.622943449905 2.01822647625998 0.208936666131082 5.87775307858736e-23 1.36803468082045e-21 TRUE "krcp"
"1078" "ENSDARG00000019312" 11.5476002847421 2.01764944481798 1.07736556573855 0.00565886366688617 0.0137787733610326 TRUE "rab39ba"
"1079" "ENSDARG00000090152" 202.021280662494 2.01745408935626 0.273842690188902 2.47991418587753e-14 2.6336726689513e-13 TRUE "anapc10"
"1080" "ENSDARG00000045066" 3824.14504763938 2.01730386958255 0.151807277534667 3.64142091137899e-41 2.24125411072142e-39 TRUE "entpd1"
"1081" "ENSDARG00000091754" 50.7759534745345 2.01668973984162 0.470996649903554 2.42328616736413e-06 1.06417880097486e-05 TRUE "CT573476.1"
"1083" "ENSDARG00000019137" 2581.1913757584 2.0119994881394 0.155308497642283 2.98432931147224e-39 1.70076067777462e-37 TRUE "tram1"
"1085" "ENSDARG00000038802" 166.694752142676 2.01163907500772 0.304250984038058 4.97883541636769e-12 4.19400257077664e-11 TRUE "cenpl"
"1086" "ENSDARG00000008100" 2314.90275701301 2.01158020408998 0.156338717373937 1.07156422954691e-38 5.90042037092659e-37 TRUE "slc7a10a"
"1087" "ENSDARG00000056166" 38.9235100024118 2.01056938232264 0.554130055871095 3.51811799247502e-05 0.000130495934160413 TRUE "jac2"
"1088" "ENSDARG00000014041" 1164.95018409937 2.00864931772335 0.203471037256778 7.26712768517738e-24 1.78437620120885e-22 TRUE "smarcad1a"
"1089" "ENSDARG00000029856" 2499.95137081887 2.00766835342427 0.155458892463246 5.1380799691744e-39 2.87493739204491e-37 TRUE "cnn3b"
"1090" "ENSDARG00000007315" 915.475895133998 2.00760882963019 0.22414568947734 4.50137752306863e-20 8.53935981208436e-19 TRUE "tmpoa"
"1092" "ENSDARG00000036893" 8454.74601174183 2.00675090166266 0.172042968086927 2.73003661978776e-32 1.12186682875759e-30 TRUE "f13a1b"
"1093" "ENSDARG00000034344" 351.14408672693 2.00591893203852 0.227603503628681 1.6530932425852e-19 3.02615489358111e-18 TRUE "pcdh19"
"1095" "ENSDARG00000056244" 40.9861978425246 2.00393577801885 0.556248448897659 3.75493869601493e-05 0.000138353780848112 TRUE "zgc:171740"
"1096" "ENSDARG00000030494" 63.7389261437558 2.00167047003495 0.429872790752776 4.32148599439663e-07 2.10060016824857e-06 TRUE "hjv"
"1097" "ENSDARG00000031776" 25988.0259634081 2.00142194271862 0.159543254160959 7.2988828782954e-37 3.75756801264215e-35 TRUE "fthl27"
"1098" "ENSDARG00000026577" 440.472665981997 2.00107893379221 0.238376807879474 6.08309632310653e-18 9.51884287350744e-17 TRUE "cdk2"
"1099" "ENSDARG00000027310" 2946.29522071543 1.9999332200029 0.180066877470562 1.58836449324288e-29 5.4922511072844e-28 TRUE "lsp1a"
"1100" "ENSDARG00000063588" 919.808515634383 1.99990194079825 0.171466028768769 2.72409439064648e-32 1.12108829625164e-30 TRUE "uba5"
"1101" "ENSDARG00000053990" 6086.32459372221 1.99966943314735 0.159298093306352 5.31058783810403e-37 2.75961259572171e-35 TRUE "hmgb2b"
"1103" "ENSDARG00000028159" 713.752196086319 1.99859441310042 0.187425818471375 2.04213859029015e-27 6.25676023620203e-26 TRUE "tead1a"
"1104" "ENSDARG00000037691" 82.6188872522934 1.99753801840321 0.391865935630711 4.48478637951873e-08 2.4773659424318e-07 TRUE "pcdh2ab2"
"1105" "ENSDARG00000021735" 786.243885118472 1.99625744759146 0.201825764681619 6.41771967648235e-24 1.58706769535296e-22 TRUE "cacna1ba"
"1106" "ENSDARG00000053774" 29.2988286991564 1.99611286485841 0.618459340955762 0.000153593081416025 0.000510999108225784 TRUE "alpi.2"
"1107" "ENSDARG00000063711" 167.343953518115 1.99564223074676 0.286062207809509 4.10730763248562e-13 3.86020018652712e-12 TRUE "trim3a"
"1109" "ENSDARG00000093597" 51.7605260813747 1.99542441425448 0.466212509708129 2.4666852365269e-06 1.08237929334736e-05 TRUE "oip5"
"1110" "ENSDARG00000076221" 3877.7433185959 1.99528038612793 0.17153226525374 2.90834907603386e-32 1.1898455592158e-30 TRUE "fthl28"
"1111" "ENSDARG00000058598" 499.273753499698 1.99466691563239 0.216908852284988 5.22719311720509e-21 1.06141911852808e-19 TRUE "sox18"
"1112" "ENSDARG00000018461" 1439.6798890682 1.99462923805947 0.158054454220025 2.43827186912824e-37 1.28633935160466e-35 TRUE "zgc:56095"
"1114" "ENSDARG00000029058" 3427.25660243158 1.9930348603706 0.174782989171431 7.56549243861695e-31 2.82781975806172e-29 TRUE "rbbp4"
"1115" "ENSDARG00000036445" 435.634995545909 1.99294269457525 0.211468874727595 6.01055574535236e-22 1.3046580131585e-20 TRUE "serpinh2"
"1116" "ENSDARG00000076119" 3435.85534392249 1.99250255649878 0.20278974617958 1.17522540046892e-23 2.84033315155215e-22 TRUE "emid1"
"1117" "ENSDARG00000038835" 336.620457193341 1.99244077437563 0.220391054566114 2.20641478201024e-20 4.26753283640626e-19 TRUE "ppid"
"1118" "ENSDARG00000091692" 35.5861029422332 1.99166177882314 0.584830588332744 8.07906857790827e-05 0.000281998692378482 TRUE "havcr2"
"1121" "ENSDARG00000056186" 14211.7968213651 1.99071959577651 0.163144622181759 4.29138533120708e-35 2.03176922253748e-33 TRUE "eif5a2"
"1122" "ENSDARG00000040064" 696.442447983828 1.9905121022621 0.202091744071524 9.18588366750291e-24 2.23962517551785e-22 TRUE "acp6"
"1123" "ENSDARG00000088708" 199.280216609202 1.99034538237822 0.279531130308906 1.42979113110775e-13 1.40180265339085e-12 TRUE "ngfra"
"1124" "ENSDARG00000056376" 11.9277695081119 1.99020206980368 1.13149474398536 0.00667852390979257 0.0160096523492862 TRUE "ankrd37"
"1125" "ENSDARG00000015314" 1040.18706968258 1.989201045557 0.170671648987548 3.09330500047243e-32 1.26178598818976e-30 TRUE "zc4h2"
"1127" "ENSDARG00000032405" 7303.2088558148 1.98866817673583 0.175288530462934 1.01447628944799e-30 3.75641039957766e-29 TRUE "ckap4"
"1128" "ENSDARG00000040649" 989.074553427599 1.98803803709049 0.189377434586231 1.1915687538168e-26 3.49606777271862e-25 TRUE "prickle1a"
"1129" "ENSDARG00000068275" 5843.49871417754 1.98748088524848 0.1704495105921 2.91910174302299e-32 1.19248320024348e-30 TRUE "ptx3a"
"1130" "ENSDARG00000038176" 41.6388451365578 1.98613828099247 0.540694436106442 2.97557922217562e-05 0.000111582206494176 TRUE "cyb561"
"1132" "ENSDARG00000025641" 2634.57558799803 1.98528781386766 0.158640197144268 9.06235118647922e-37 4.62246668161906e-35 TRUE "gli2a"
"1133" "ENSDARG00000076811" 1717.29031954073 1.98522734421191 0.194103815487926 2.03013052231815e-25 5.53975616518678e-24 TRUE "ganab"
"1134" "ENSDARG00000093569" 2034.94546712074 1.98518059170521 0.157218126704228 2.12180415726841e-37 1.12366366623065e-35 TRUE "bckdhbl"
"1135" "ENSDARG00000035958" 46.6361540144033 1.98352967664534 0.527791854113695 2.08937248253165e-05 8.01292573368584e-05 TRUE "tnni2b.1"
"1136" "ENSDARG00000058828" 289.387845270973 1.98324452789865 0.231533960255821 1.52141900003882e-18 2.5354237090298e-17 TRUE "ccdc51"
"1137" "ENSDARG00000011605" 73.4930441864251 1.98320553842744 0.395805153175151 7.47422221148178e-08 4.02280475303946e-07 TRUE "dennd6b"
"1138" "ENSDARG00000028900" 164.61817229993 1.98227191018417 0.288917542057356 9.37201738708719e-13 8.47736007740542e-12 TRUE "odf2a"
"1139" "ENSDARG00000079199" 613.684985662888 1.98188398050801 0.19052511643585 3.36330858989598e-26 9.60345958910815e-25 TRUE "megf6a"
"1140" "ENSDARG00000017359" 307.292656335511 1.98148808307168 0.262801788657627 6.36582600707513e-15 7.25573180732345e-14 TRUE "mettl8"
"1142" "ENSDARG00000013853" 2304.54626529889 1.97943286097242 0.155919464272369 1.02150182503221e-37 5.45135569324031e-36 TRUE "lmo4a"
"1143" "ENSDARG00000094210" 7192.27795698455 1.97929059165126 0.167725135766425 5.54750836046156e-33 2.36747825977972e-31 TRUE "fthl31"
"1144" "ENSDARG00000074050" 340.739133212339 1.9787237125396 0.232010987659177 2.10061741422056e-18 3.43858159111506e-17 TRUE "efnb2b"
"1145" "ENSDARG00000081240" 27.5936932833372 1.97870181587424 0.67368958922905 0.000396738320293287 0.00122844731773764 TRUE "BX649324.1"
"1146" "ENSDARG00000007356" 109.628615920315 1.97816156292293 0.352076325756588 2.74936486902184e-09 1.74324035429103e-08 TRUE "fgf20a"
"1147" "ENSDARG00000029524" 2693.86942494809 1.97787373496757 0.172399526134174 2.46333233483631e-31 9.43664117260877e-30 TRUE "impdh1b"
"1148" "ENSDARG00000077979" 610.127207237398 1.97608322359365 0.204173467769857 5.03463042438262e-23 1.17575176108032e-21 TRUE "tmem26a"
"1150" "ENSDARG00000010571" 929.060036641244 1.97538079459527 0.232958213595954 3.0155804504485e-18 4.87295984457831e-17 TRUE "ezh2"
"1153" "ENSDARG00000078494" 649.349976344806 1.97342860471744 0.186045387355993 3.86857255963765e-27 1.16718795407717e-25 TRUE "adamts14"
"1154" "ENSDARG00000087517" 36.5552071108277 1.97273137334689 0.562430536684916 5.71373198723698e-05 0.00020485855644078 TRUE "btbd3b"
"1155" "ENSDARG00000040644" 895.367884266834 1.97242093930393 0.185502678374439 3.00826466303612e-27 9.09605964761041e-26 TRUE "pxylp1"
"1156" "ENSDARG00000037361" 3291.17403893112 1.97058621494987 0.161611740887476 5.02319963098395e-35 2.35809424032818e-33 TRUE "kdelr2b"
"1157" "ENSDARG00000031795" 4461.11301393087 1.96887421212022 0.171913932172602 3.3019441274118e-31 1.25451229762585e-29 TRUE "abcf1"
"1158" "ENSDARG00000068572" 1210.05167839341 1.96860985470311 0.194397012700658 5.7413983659722e-25 1.52026300709686e-23 TRUE "slc16a1b"
"1159" "ENSDARG00000074691" 270.433281143428 1.96850760489295 0.237574788008952 1.69399719520689e-17 2.5527007788708e-16 TRUE "mms22l"
"1163" "ENSDARG00000091271" 364.862830708881 1.96462046309278 0.246041384644016 1.8891358233533e-16 2.5350482024911e-15 TRUE "cenpt"
"1164" "ENSDARG00000019353" 128880.118046306 1.96391720160389 0.139260184591412 5.32258469834803e-46 3.88969995752363e-44 TRUE "sparc"
"1166" "ENSDARG00000004251" 357.589154243114 1.96169437056249 0.238969680766469 3.00761768551332e-17 4.40984579331194e-16 TRUE "dhfr"
"1167" "ENSDARG00000087704" 210.507586822857 1.96138153878982 0.294615260036021 3.74151913082425e-12 3.19349323163141e-11 TRUE "gfra3"
"1168" "ENSDARG00000056985" 1043.52802700709 1.96109165762868 0.168328576542835 3.22730632829975e-32 1.3145103437488e-30 TRUE "tpte"
"1169" "ENSDARG00000058128" 7592.57519616255 1.95909888740903 0.165114183983414 2.5674853761078e-33 1.11810758588141e-31 TRUE "msna"
"1170" "ENSDARG00000021082" 2146.7528926092 1.958826037024 0.159057774485499 1.07731437056424e-35 5.25323523266157e-34 TRUE "sec31a"
"1171" "ENSDARG00000042900" 812.679205277574 1.95851103926572 0.196614473400388 3.12937375301334e-24 7.91545797600096e-23 TRUE "gtpbp1l"
"1172" "ENSDARG00000036995" 589.18038617598 1.95816245535785 0.209132770646477 1.11025256173488e-21 2.35456854535765e-20 TRUE "lsm6"
"1173" "ENSDARG00000058992" 2042.70865572929 1.95797737409181 0.157589368168956 2.74126590243495e-36 1.37048450721554e-34 TRUE "cers2b"
"1174" "ENSDARG00000037101" 181.610852016322 1.95650614656628 0.278708894956599 3.07121807551552e-13 2.92314525902245e-12 TRUE "mtmr7a"
"1175" "ENSDARG00000080842" 14.5116900916077 1.95627170674159 0.950954858740234 0.00389414465174899 0.00986609261063773 TRUE "CR936250.1"
"1178" "ENSDARG00000054562" 44.182990082293 1.95332900071834 0.531700316368069 2.99425241930365e-05 0.000112221663406567 TRUE "her15.1"
"1179" "ENSDARG00000038847" 139.440046278117 1.95254129421271 0.309045283903527 3.76666809303683e-11 2.91005317079055e-10 TRUE "gins3"
